tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
438,242,Children with worries have little learning a*****,8,8,11111111,144,0.97,21,ability,1,4
441,492,To run the Interactive Mode type "python" or "*****" in the command prompt,0,0,,1037,0.77,91,py,1,2
445,503,In the Interactive Mode; a multiline statement terminates with a blank l*****,0,0,,1038,0.77,91,line,1,4
449,440,The goal of the comments is to make the code e***** to understand,0,0,,1261,0.54,88,easier,1,4
454,305,Empty HTML Element is without Closing Tag,4,4,1111,515,0.28,29,Yes,1,5
466,464,Heading Tag has ***** levels of hierarchy len(h1; h2;…),1,1,1,241,0.64,21,6,1,12
509,310,HTML Element Block Level,5,5,11111,397,0.33,24,1,1,43
515,410,Block Level occupies 100% of the available w*****,1,1,1,181,0.33,14,width,1,6
540,372,In Irrational Numbers; the decimal expansion goes on forever without *****ing,4,4,1111,236,0.92,25,repeating,1,25
705,206,זה *i,1,1,1,770,0.08,39,it,1,165
708,491,To run the Interactive Mode type "*****" or "py" in the command prompt,0,0,,1046,0.77,91,python,1,3
715,454,Head Tag h***** the metadata of the HTML Document,3,3,111,73,0.67,13,holds,1,7
719,292,Some HTML Tag Attributes are Case Sensitive,2,2,11,360,0.36,23,Yes,1,4
726,371,In ***** numbers; the decimal expansion goes on forever without repeating,2,2,11,78,0.92,17,irrational,1,7
731,327,HTML Tags are e***** into each other to indicate the document's ogranization,4,4,1111,99,0.46,11,embedded,1,5
743,378,Tag Attributes usually consists of a key-value p***** (ex: width="50"),2,2,11,391,0.44,26,pairs,1,12
749,188,these = p***** form of this,3,3,111,343,0.08,18,plural,1,6
754,463,Heading Tag defines the hierarchy and the structure of the web page c*****,1,0,0,267,0.62,52,content,1,5
758,338,Multiplication = The process of a***** a number to itself a particular number of times,2,2,11,498,0.03,25,adding,1,4
764,499,The drawback of the Interactive Mode is it does not save the typed code in a f*****,0,0,,1055,0.77,91,file,1,6
768,303,Empty HTML Element may have Tag Attributes,4,4,1111,177,0.28,13,Yes,1,4
771,474,HTML Tag is empty element,2,2,11,125,0.67,16,No,1,3
773,308,<b><img src="path"></b> is Empty HTML Element,4,4,1111,111,0.33,10,No,1,2
775,431,כותרת *****t,1,1,1,224,0.05,11,title,1,2
782,500,In the Interactive Mode; a m***** statement terminates with a blank line,0,0,,1060,0.77,91,multiline,1,7
786,193,סוגריים (),3,3,111,259,0.08,14,parentheses,1,4
790,263,Rational Numbers can be negative,4,4,1111,302,0.92,28,Yes,1,5
794,497,The drawback of the Interactive Mode is it does not s***** the typed code in a file,0,0,,1063,0.77,91,save,1,4
802,382,Tag Attributes values should be e***** in quotation marks (usually by double quotes),2,2,11,336,0.41,22,enclosed,1,8
809,271,Square Number is multiplication of the number with *****,3,2,110,66,0.79,25,itself,1,7
819,386,<div> = ***** level tag,1,1,1,472,0.28,27,block,1,9
826,451,Doctype Tag is located in the ***** line of an HTML document,1,1,1,211,0.59,19,first,1,7
834,286,Square Number (except zero) has an ***** number of positive divisors,7,6,0111111,90,0.82,21,odd,1,8
842,488,Interactive Mode is good for running e*****,0,0,,1069,0.77,91,experiments,1,8
847,339,Multiplication = The process of adding a number to i***** a particular number of times,3,3,111,165,0.03,8,itself,1,5
849,394,רוב *****mo,3,3,111,229,0.08,12,most,1,2
852,374,Tag Attributes are located in the ***** tag,3,3,111,235,0.41,17,opening,1,3
860,472,HTML Opening Tag is located in the start of the document after the ***** tag,1,1,1,153,0.67,17,doctype,1,8
903,254,Natural Numbers = positive i*****,2,2,11,423,0.9,34,integers,1,43
906,203,להתחיל להיות,2,2,11,568,0.08,29,to become,1,3
909,179,to become = to b***** to be,3,3,111,393,0.08,20,begin,1,3
912,247,Composite Number that is not a Square Number; have an ***** number of positive divisors,6,5,011111,140,0.85,24,even,1,3
917,240,Children will s***** in what they love to do,8,7,01111111,125,0.97,24,succeed,1,5
919,368,מה,1,1,1,460,0.08,24,what,1,2
922,243,Children with worries h***** little learning ability,3,3,111,323,0.97,30,have,1,3
925,483,לקבל *****g to,0,0,,1204,0.08,81,to get,1,3
929,197,אני אצליח,3,2,110,134,0.03,17,i will succeed,1,4
933,283,Square Number can end with digit 8,1,1,1,761,0.79,49,No,1,4
958,489,Interactive Mode i***** executes python statements,0,0,,1084,0.77,91,,0,25
1018,231,If one of the family members is not happy; e***** none of them will be happy,5,5,11111,81,1.0,19,eventually,1,8
1022,209,אלה **e**,3,3,111,209,0.08,11,these,1,4
1026,279,Square Number can end with digit 4,2,2,11,627,0.79,43,Yes,1,4
1030,398,Tag Attribute value with double quotes should be e***** in single quotes,1,1,1,488,0.38,30,enclosed,1,4
1033,188,these = p***** form of this,4,4,1111,37,0.08,3,plural,1,2
1042,476,***** is sum of the first n odd numbers,1,1,1,163,0.82,20,n^2,1,9
1048,490,Interactive Mode immediately e***** python statements,0,0,,1091,0.77,91,executes,1,6
1061,448,Doctype Tag is instruction to the browser about what version of HTML the p***** is written in,1,1,1,269,0.56,21,page,1,13
1107,490,Interactive Mode immediately e***** python statements,1,1,1,2,0.77,11,executes,1,45
1109,280,Square Number can end with digit 5,3,3,111,445,0.79,34,Yes,1,2
1116,496,The Interactive Mode automatically prints on the screen the result of the t***** expression,0,0,,1095,0.77,91,typed,1,7
1118,492,To run the Interactive Mode type "python" or "*****" in the command prompt,1,1,1,59,0.77,14,py,1,2
1120,202,להיות,2,2,11,498,0.08,26,to be,1,2
1123,502,In the Interactive Mode; a multiline statement terminates with a b***** line,1,1,1,76,0.77,15,blank,1,3
1129,239,Because of bad parents; children learn that one can love someone w***** hurts them,5,5,11111,115,0.95,20,who,1,6
