tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
784,326,HTML Tags are embedded into each other to indicate the document's o********,9,9,111111111,363,0.42,24,organization,1,5
788,794,SQLite allows simultaneous access to multiple d***** files,0,0,,1169,0.64,89,database,1,3
791,503,In the Interactive Mode; a multiline statement terminates with a blank l*****,7,7,1111111,203,0.8,22,line,1,3
795,239,Because of bad parents; children learn that one can love someone w***** hurts them,8,8,11111111,1001,0.96,64,who,1,4
808,759,module_1 content:
====================
print('start module_1')
x=2

module_2 content:
====================
x=5
import module_1
print(x)

What will be printed?,1,1,1,170,0.87,21,start module_1\n2,0,13
828,680,אני זמין כל השבוע,0,0,,1468,0.07,81,i am available all the week,0,7
922,455,Head Tag holds the m***** of the HTML Document,4,3,1110,251,0.58,28,metadata,1,4
925,791,SQLite uses dynamic t*****,0,0,,1175,0.64,89,types,1,3
929,715,שולחן; שולחן כתיבה tXXXXX; dXXXXX,0,0,,1458,0.07,81,table; desk,1,5
932,410,Block Level occupies 100% of the available w*****,7,5,1101110,376,0.29,31,width,1,2
933,478,מ,3,3,111,605,0.07,31,from,1,2
937,470,HTML Tag is indication for the start and the end of HTML d*****,4,4,1111,1088,0.58,58,document,1,4
942,272,N^2 usually pronounced as N *****,7,7,1111111,325,0.78,27,squared,1,5
944,206,זה *i,4,4,1111,339,0.07,18,it,1,1
950,312,HTML Block Level is rendered with a line break before and after,3,3,111,427,0.27,25,Yes,1,7
959,673,כמו כל אחד אחר,1,1,1,474,0.07,24,like everyone else,1,9
969,765,לעבוד ביחד,0,0,,1184,0.07,81,to work together,1,11
972,452,Doctype Tag is an empty element,6,5,011111,692,0.47,46,Yes,1,3
975,643,לך מפה,2,2,11,223,0.07,12,go away,1,3
981,525,Execute module.py in Command Prompt,9,5,000011111,170,0.89,35,python module.py,1,6
983,616,ילד,2,2,11,289,0.07,15,boy,1,2
988,730,זה המון זמן,1,1,1,406,0.07,21,it is a lot of time,1,6
1002,753,437 + 193 = ?,0,0,,1190,0.93,93,630,1,14
1010,762,dynamic = process or system characterized by constant ch*****,0,0,,1191,0.02,80,change,0,8
1053,661,לנשוך,2,2,11,220,0.04,11,to bite,1,30
1056,535,Command "import" load another module and g***** access to its content,5,5,11111,648,0.87,45,grant,1,3
1059,382,Tag Attributes values should be e***** in quotation marks (usually by double quotes),5,5,11111,237,0.36,17,enclosed,1,3
1061,783,מבוגר,0,0,,1195,0.07,81,adult,1,2
1064,319,Non Empty Element can contain any number of Elements inside it,6,6,111111,244,0.2,15,Yes,1,3
1066,413,כיכר *****p,3,3,111,789,0.04,40,plaza,1,2
1073,767,רק איתי,0,0,,1198,0.07,81,just with me,0,7
1102,592,זה נגמר,1,1,1,894,0.07,45,it is over,1,3
